transport_pricing_id,city_id,mode,unit,price_inr,trust_score,scam_markup_pct,timestamp
349,109,Auto Rickshaw,per_km,16.3,85.1,0,2025-10-21 08:25:08
350,109,Local Bus,per_trip,19.6,73.0,15.1,2025-10-13 00:03:15
351,110,Taxi,per_km,12.5,65.8,19.1,2026-05-29 22:23:49
352,110,Auto Rickshaw,per_km,8.8,94.8,0,2025-06-30 11:11:45
353,110,Local Bus,per_trip,31.8,72.3,15.7,2025-06-08 07:12:25
354,110,Ferry,per_trip,116.6,79.7,7.8,2025-01-06 20:07:24
355,111,Taxi,per_km,21.2,67.4,21.5,2025-07-25 17:16:55
356,111,Auto Rickshaw,per_km,12.9,66.2,31.2,2025-12-05 18:13:26
357,111,Local Bus,per_trip,39.3,49.7,42.7,2026-01-22 00:05:53
358,112,Taxi,per_km,13.1,70.5,10.0,2025-06-15 04:46:56
359,112,Auto Rickshaw,per_km,15.6,68.8,23.5,2026-04-01 23:29:11
360,112,Local Bus,per_trip,25.3,56.9,38.6,2025-07-15 16:26:38
361,113,Taxi,per_km,23.6,78.9,5.7,2025-02-16 05:43:17
362,113,Auto Rickshaw,per_km,14.5,43.4,68.3,2025-08-28 16:47:12
363,113,Local Bus,per_trip,8.7,74.8,10.7,2025-02-24 14:17:30
364,113,Ferry,per_trip,35.0,62.0,28.0,2026-04-22 11:01:15
365,114,Taxi,per_km,22.9,77.0,14.2,2025-02-20 14:50:45
366,114,Auto Rickshaw,per_km,14.2,53.6,48.9,2025-12-29 08:27:41
367,114,Local Bus,per_trip,34.5,77.3,10.9,2025-07-01 16:24:34
368,115,Taxi,per_km,21.1,90.4,0,2025-12-03 11:15:22
369,115,Auto Rickshaw,per_km,8.3,91.7,0,2026-04-05 01:54:28
370,115,Local Bus,per_trip,5.9,42.3,67.7,2026-06-12 09:34:14
371,116,Taxi,per_km,20.4,84.3,1.2,2025-06-19 20:15:02
372,116,Auto Rickshaw,per_km,17.1,62.8,32.2,2025-03-22 10:58:24
373,116,Local Bus,per_trip,13.9,94.5,0,2025-02-23 19:16:11
374,117,Taxi,per_km,14.2,57.3,19.3,2025-11-06 17:39:31
375,117,Auto Rickshaw,per_km,10.3,68.3,23.6,2025-07-10 03:20:37
376,117,Local Bus,per_trip,34.1,66.4,14.6,2026-04-25 04:56:33
377,118,Taxi,per_km,23.7,60.7,18.0,2025-02-08 07:08:39
378,118,Auto Rickshaw,per_km,13.3,66.5,14.5,2025-03-28 06:51:37
379,118,Local Bus,per_trip,25.5,74.2,16.0,2025-02-24 03:49:40
380,119,Taxi,per_km,15.7,63.9,35.6,2026-04-25 23:09:22
381,119,Auto Rickshaw,per_km,10.0,66.5,15.8,2025-10-30 04:57:18
382,119,Local Bus,per_trip,5.4,80.6,7.1,2026-05-21 03:38:30
383,120,Taxi,per_km,13.8,68.8,23.5,2025-05-11 13:03:05
384,120,Auto Rickshaw,per_km,9.6,74.0,16.6,2025-01-23 23:52:53
385,120,Local Bus,per_trip,8.9,53.9,37.8,2025-05-23 01:05:32
386,121,Taxi,per_km,16.5,79.9,5.3,2026-03-17 15:36:07
387,121,Auto Rickshaw,per_km,15.1,74.6,15.3,2025-04-01 20:19:52
388,121,Local Bus,per_trip,14.4,44.1,37.9,2025-08-01 08:50:49
389,122,Taxi,per_km,13.3,79.0,10.1,2025-06-01 23:19:04
390,122,Auto Rickshaw,per_km,15.3,41.4,38.9,2025-11-20 07:31:37
391,122,Local Bus,per_trip,26.1,54.0,41.2,2026-05-17 03:28:44
392,123,Taxi,per_km,21.8,74.9,16.2,2025-11-09 00:59:34
393,123,Auto Rickshaw,per_km,15.8,64.7,35.6,2026-02-13 22:43:05
394,123,Local Bus,per_trip,22.4,74.1,12.7,2025-05-26 15:13:01
395,124,Taxi,per_km,15.8,59.7,21.1,2026-06-23 08:48:16
396,124,Auto Rickshaw,per_km,16.6,77.6,4.9,2025-06-30 20:45:32
397,124,Local Bus,per_trip,6.6,82.9,3.2,2026-03-16 13:25:32
398,125,Taxi,per_km,19.7,51.0,21.5,2026-02-05 09:54:09
399,125,Auto Rickshaw,per_km,13.3,90.9,0,2026-02-23 01:03:25
400,125,Local Bus,per_trip,32.7,79.5,9.6,2025-01-18 09:45:18
401,126,Taxi,per_km,18.8,72.5,13.8,2026-05-05 16:46:16
402,126,Auto Rickshaw,per_km,16.3,70.8,12.0,2026-06-30 19:40:49
403,126,Local Bus,per_trip,5.8,61.1,19.6,2026-06-08 02:19:00
404,127,Taxi,per_km,19.9,71.1,22.9,2025-02-20 00:52:20
405,127,Auto Rickshaw,per_km,13.0,80.1,5.6,2025-07-05 01:17:44
406,127,Local Bus,per_trip,29.6,70.3,12.9,2025-10-12 01:05:45
407,128,Taxi,per_km,19.0,82.4,4.7,2026-01-06 09:52:08
408,128,Auto Rickshaw,per_km,12.3,45.5,62.6,2026-02-21 01:21:36
409,128,Local Bus,per_trip,23.3,84.8,0.2,2025-11-23 06:01:21
410,129,Taxi,per_km,15.6,79.0,4.2,2026-03-17 19:19:52
411,129,Auto Rickshaw,per_km,15.1,63.3,26.3,2026-06-17 05:04:26
412,129,Local Bus,per_trip,20.4,73.0,17.6,2026-02-10 21:25:28
413,130,Taxi,per_km,19.7,82.8,1.6,2025-04-05 16:05:47
414,130,Auto Rickshaw,per_km,9.2,81.0,6.5,2025-04-11 21:22:01
415,130,Local Bus,per_trip,34.6,51.2,31.5,2025-08-18 20:01:02
416,131,Taxi,per_km,16.8,94.9,0,2025-08-16 20:30:08
417,131,Auto Rickshaw,per_km,16.1,63.0,13.3,2025-09-22 22:41:01
418,131,Local Bus,per_trip,12.4,49.6,40.9,2025-06-04 01:23:22
419,132,Taxi,per_km,14.5,39.8,36.7,2026-05-12 20:38:12
420,132,Auto Rickshaw,per_km,14.2,74.8,14.1,2025-06-03 17:03:16
421,132,Local Bus,per_trip,38.5,73.4,7.5,2026-05-06 11:14:46
422,133,Taxi,per_km,18.1,59.2,33.0,2026-02-03 07:34:23
423,133,Auto Rickshaw,per_km,9.3,83.9,1.9,2026-02-06 14:34:55
424,133,Local Bus,per_trip,34.4,71.0,14.9,2025-09-12 06:09:43
425,134,Taxi,per_km,21.3,87.3,0,2025-05-15 01:02:48
426,134,Auto Rickshaw,per_km,14.1,56.2,44.1,2026-03-21 08:39:55
427,134,Local Bus,per_trip,27.9,67.5,15.3,2025-11-23 03:04:36
428,135,Taxi,per_km,16.4,68.4,18.8,2025-09-24 05:15:00
429,135,Auto Rickshaw,per_km,10.1,55.0,43.5,2026-03-30 13:03:01
430,135,Local Bus,per_trip,9.9,66.9,23.4,2025-03-31 10:17:37
431,136,Taxi,per_km,15.6,87.2,0,2025-05-04 22:26:38
432,136,Auto Rickshaw,per_km,15.6,53.0,21.3,2026-01-25 08:03:37
433,136,Local Bus,per_trip,32.9,75.9,7.2,2025-10-23 07:37:02
434,137,Taxi,per_km,23.2,89.5,0,2026-02-24 10:13:40
435,137,Auto Rickshaw,per_km,13.0,74.3,7.2,2026-05-08 15:52:05
436,137,Local Bus,per_trip,24.4,61.6,32.0,2025-04-19 05:29:38
437,138,Taxi,per_km,23.0,56.4,49.1,2025-05-24 04:34:58
438,138,Auto Rickshaw,per_km,11.9,74.9,14.4,2025-09-09 10:06:35
439,138,Local Bus,per_trip,16.3,57.0,40.5,2025-10-31 20:10:48
440,138,Ferry,per_trip,242.7,37.3,76.3,2025-09-17 18:30:27
441,139,Taxi,per_km,16.2,47.3,66.1,2026-06-12 19:26:53
442,139,Auto Rickshaw,per_km,9.4,74.2,18.5,2025-04-03 09:37:54
443,139,Local Bus,per_trip,33.9,60.1,34.8,2025-10-09 21:51:05
