dish_id,dish_name,city_id,category,price_min_inr,price_max_inr,trust_score,scam_markup_pct,timestamp
2815,Quick-bite Macher Jhol,139,Mid-range Restaurant,375,461,73.4,10.4,2025-07-05 23:01:37
2816,Deluxe Dal Bafla,64,Fine Dining,1175,1475,51.0,57.3,2026-06-29 00:23:06
2817,Festival Lassi,124,Sweet Shop,114,400,82.7,3.9,2025-11-29 05:58:05
2818,Tandoori Roti,125,Local Eatery,60,108,81.7,3.3,2025-05-03 09:41:45
2819,Dal Makhani,119,Fine Dining,1106,2263,82.6,2.1,2025-09-03 22:53:30
2820,Litti,18,Sweet Shop,45,139,64.4,34.0,2025-10-15 20:47:44
2821,Smoked Pork,77,Street Food,79,141,57.7,46.4,2026-02-20 16:18:29
2822,Paneer Tikka,121,Local Eatery,131,183,90.1,0,2025-12-31 09:27:14
2823,Royal Pitha,117,Roadside Stall,33,60,64.4,29.5,2026-01-09 09:29:02
2824,Chef's Litti Chokha,130,Roadside Stall,18,29,69.6,10.8,2025-02-26 20:14:12
2825,Roadside Bamboo Shoot Curry,13,Mid-range Restaurant,298,558,59.2,36.5,2025-02-10 06:09:49
2826,Dalma,90,Sweet Shop,199,323,93.7,0,2026-04-26 19:48:30
2827,Quick-bite Filter Coffee,110,Fine Dining,610,1390,66.4,24.8,2025-09-29 17:59:37
2828,Extra Cheesy Smoked Pork,103,Street Food,68,145,84.5,0.4,2025-07-26 14:51:55
2829,Masala Dosa,5,Local Eatery,80,300,83.8,2.1,2026-06-08 20:55:26
2830,Mutton Rogan Josh,98,Roadside Stall,27,60,53.6,22.2,2025-02-28 23:36:06
2831,Sabudana Khichdi,67,Fine Dining,521,1272,78.3,7.9,2025-07-08 22:26:47
2832,Royal Idli Sambar,108,Sweet Shop,180,219,50.0,60.7,2025-01-29 20:22:28
2833,Special Vada Pav,25,Local Eatery,113,125,44.1,26.1,2025-11-08 17:15:12
2834,Pitha,90,Sweet Shop,96,345,87.3,0,2026-03-09 02:17:17
2835,Classic Puttu Kadala,53,Roadside Stall,60,83,66.1,31.6,2026-04-12 03:06:13
2836,Deluxe Filter Coffee,48,Fine Dining,1083,1279,82.9,2.2,2026-01-28 12:32:32
2837,Vada Sambar,106,Local Eatery,163,212,42.9,35.8,2026-01-20 08:46:08
2838,Spicy Kachori,36,Roadside Stall,24,73,67.6,17.4,2026-04-06 00:14:24
2839,Authentic Golgappa,43,Street Food,24,122,85.7,0,2025-04-20 17:05:43
2840,Idiyappam,6,Street Food,58,116,81.7,3.2,2026-04-03 16:00:40
2841,Classic Naga Chutney,7,Local Eatery,123,162,67.9,23.6,2025-02-14 06:55:50
2842,Puttu Kadala,51,Sweet Shop,85,290,75.3,14.7,2025-06-05 22:40:09
2843,Street-side Uttapam,4,Street Food,26,103,83.0,2.6,2025-02-21 05:42:16
2844,Pongal,114,Mid-range Restaurant,422,454,56.7,38.8,2025-06-29 03:27:33
2845,Roadside Dalma,86,Roadside Stall,53,111,57.1,39.6,2026-04-28 20:09:48
2846,Idli Sambar,59,Sweet Shop,143,259,68.9,14.3,2025-11-21 06:28:08
2847,Dal Makhani,101,Street Food,85,145,82.6,1.8,2025-04-17 11:49:46
2848,Special Pongal,110,Roadside Stall,34,102,86.5,0,2025-12-22 17:42:40
2849,Traditional Curd Rice,1,Street Food,24,78,77.9,12.3,2026-06-08 18:40:04
2850,Premium Poha Jalebi,63,Local Eatery,137,261,75.9,8.6,2025-04-19 08:37:14
2851,Bhel Puri,25,Sweet Shop,108,189,77.5,10.0,2026-01-04 10:54:46
2852,Pitha,105,Sweet Shop,56,273,82.6,2.7,2026-06-21 00:00:25
2853,Signature Bhel Puri,26,Local Eatery,144,289,73.3,20.5,2025-11-14 19:25:35
2854,Festival Mysore Pak,61,Sweet Shop,200,301,43.2,61.6,2025-11-04 23:31:27
2855,Local Favourite Chaat Papdi,42,Local Eatery,83,201,69.2,17.9,2026-06-21 19:35:39
2856,Butter Chicken,132,Local Eatery,117,291,67.8,29.9,2025-09-10 07:54:57
2857,Dal Makhani,44,Roadside Stall,58,113,73.2,15.7,2025-12-27 05:51:01
2858,Quick-bite Khandvi,75,Mid-range Restaurant,424,488,54.2,31.1,2026-01-06 04:51:46
2859,Authentic Chaat Papdi,123,Roadside Stall,46,104,63.3,27.3,2025-05-26 23:50:47
2860,Homestyle Malai Kofta,95,Street Food,57,82,81.1,2.9,2025-10-29 00:06:44
2861,Festival Zan,85,Roadside Stall,19,46,75.0,17.4,2025-10-01 18:41:45
2862,Special Mutton Rogan Josh,102,Fine Dining,582,1919,52.6,57.4,2026-02-13 05:33:39
2863,Idli Sambar,110,Mid-range Restaurant,172,186,79.2,4.8,2025-07-29 12:52:18
2864,Extra Cheesy Pitha,47,Fine Dining,857,2176,70.4,9.6,2025-06-30 21:50:30
2865,Quick-bite Hyderabadi Biryani,5,Street Food,33,136,85.6,0,2025-01-11 05:55:51
2866,Village-style Litti,17,Sweet Shop,39,301,62.3,29.2,2025-01-18 19:57:46
2867,Premium Fish Tenga,103,Local Eatery,80,148,84.3,0.8,2025-06-13 17:58:51
2868,Festival Modak,31,Local Eatery,173,188,41.1,76.5,2026-05-12 06:40:47
2869,Masala Dosa,51,Local Eatery,175,234,77.0,8.9,2025-07-21 14:35:35
2870,Traditional Curd Rice,116,Sweet Shop,192,275,95.3,0,2025-09-11 16:51:12
2871,Roadside Rajma Chawal,127,Sweet Shop,182,286,86.8,0,2026-01-21 06:48:53
2872,Local Favourite Poha Jalebi,66,Fine Dining,1307,1743,66.3,18.0,2025-10-17 11:12:57
2873,Bisi Bele Bath,57,Mid-range Restaurant,344,689,69.1,20.0,2026-02-21 16:19:26
2874,Village-style Curd Rice,108,Sweet Shop,98,367,58.2,25.6,2025-06-27 14:10:30
2875,Malai Kofta,91,Fine Dining,1352,2374,59.2,45.8,2025-08-21 19:03:55
2876,Traditional Lassi,133,Sweet Shop,147,278,66.4,21.7,2026-01-30 11:48:11
2877,Thepla,75,Sweet Shop,134,255,77.2,10.8,2025-08-22 14:41:07
2878,Chila,63,Roadside Stall,17,72,43.0,61.7,2025-08-26 08:49:34
2879,Street-side Chak-hao Kheer,82,Sweet Shop,38,353,56.8,26.0,2025-12-26 23:54:49
2880,Street-side Butter Chicken,43,Mid-range Restaurant,238,636,75.4,8.0,2025-02-05 11:30:25
2881,Chaat Papdi,120,Fine Dining,1428,1728,84.0,1.3,2025-07-29 10:28:26
2882,Homestyle Litti,89,Street Food,28,91,54.3,39.0,2025-09-30 18:10:24
2883,Puran Poli,29,Sweet Shop,208,380,38.6,83.1,2025-01-18 23:43:36
2884,Royal Idiyappam,48,Mid-range Restaurant,266,309,54.4,35.4,2025-07-25 16:39:47
2885,Puttu Kadala,60,Mid-range Restaurant,246,296,82.0,4.4,2025-03-20 02:46:03
2886,Dhokla,29,Roadside Stall,16,61,95.2,0,2025-10-06 01:02:21
2887,Roadside Rasam,48,Fine Dining,1360,2148,87.1,0,2025-09-25 03:37:06
2888,Street-side Goan Fish Curry,29,Fine Dining,728,1820,57.8,39.7,2025-09-29 22:17:14
2889,Sandesh,90,Mid-range Restaurant,370,400,82.1,4.6,2026-05-02 01:56:13
2890,Classic Sabudana Khichdi,21,Fine Dining,1181,1814,65.5,20.1,2026-06-16 11:35:21
2891,Rasam,57,Fine Dining,638,1618,57.5,44.4,2025-11-19 21:49:38
2892,Traditional Pork with Bamboo Shoot,117,Fine Dining,597,2334,54.5,21.5,2025-09-04 13:53:34
2893,Mutton Rogan Josh,122,Sweet Shop,72,299,61.4,17.0,2025-11-26 13:48:14
2894,Roadside Naga Chutney,8,Roadside Stall,65,116,69.6,12.2,2026-04-03 14:39:12
2895,Quick-bite Shorshe Ilish,16,Roadside Stall,42,82,42.4,68.7,2026-04-26 09:03:01
2896,Macher Jhol,87,Street Food,59,111,44.4,40.4,2026-04-24 02:35:44
2897,Litti Chokha,139,Sweet Shop,215,332,69.6,21.7,2025-03-19 15:21:22
2898,Chef's Chhena Poda,45,Local Eatery,165,274,72.9,15.3,2025-01-30 21:17:15
2899,Naga Chutney,79,Street Food,57,150,55.3,23.0,2026-04-18 02:20:17
2900,Deluxe Chila,63,Sweet Shop,67,360,56.8,41.4,2025-03-25 03:52:22
2901,Authentic Bafla,64,Mid-range Restaurant,376,579,70.6,19.1,2025-02-19 15:37:05
2902,Classic Goan Fish Curry,29,Street Food,56,146,61.5,39.3,2026-02-09 22:25:52
2903,Traditional Rava Kesari,52,Roadside Stall,38,76,87.7,0,2025-01-30 14:52:59
2904,Signature Golgappa,41,Sweet Shop,57,231,41.5,33.8,2026-03-31 00:44:16
2905,Modak,30,Fine Dining,1424,2129,82.5,4.2,2025-06-15 22:20:30
2906,Nihari,42,Local Eatery,147,178,80.0,7.4,2026-01-15 22:49:23
2907,Authentic Payasam,59,Roadside Stall,50,75,67.8,28.9,2025-09-08 07:25:04
2908,Extra Cheesy Appam with Stew,114,Fine Dining,616,2208,43.5,31.7,2026-02-04 02:45:38
2909,Homestyle Meen Curry,116,Mid-range Restaurant,327,641,79.9,8.2,2025-03-04 21:29:10
2910,Street-side Tandoori Roti,96,Mid-range Restaurant,176,196,82.5,2.0,2025-04-12 16:45:07
2911,Traditional Nihari,97,Roadside Stall,54,66,86.1,0,2025-08-29 12:49:38
2912,Family Recipe Rosogolla,89,Roadside Stall,40,107,80.7,2.8,2026-05-19 18:17:45
2913,Jadoh,13,Sweet Shop,82,231,68.2,24.0,2026-06-12 17:18:23
2914,Special Sandesh,90,Sweet Shop,67,199,81.7,4.1,2025-03-16 18:23:03
2915,Thukpa,12,Sweet Shop,63,301,56.6,18.7,2025-09-01 13:24:25
2916,Traditional Thepla,26,Street Food,32,111,64.0,16.4,2025-03-18 12:55:11
2917,Festival Idiyappam,61,Local Eatery,82,100,81.0,6.0,2026-06-17 03:57:35
2918,Village-style Chila,20,Sweet Shop,135,258,68.5,10.1,2026-02-22 11:11:10
2919,Modak,23,Sweet Shop,127,143,70.5,17.6,2025-08-26 21:02:08
2920,Signature Kachori,125,Street Food,22,77,53.7,28.4,2025-03-19 10:58:27
2921,Homestyle Zan,13,Fine Dining,747,1307,74.0,18.1,2025-01-22 10:12:47
2922,Premium Kosha Mangsho,137,Local Eatery,87,214,39.2,47.9,2025-03-27 12:57:24
2923,Deluxe Bafla,21,Mid-range Restaurant,365,685,70.8,19.0,2025-09-25 06:48:30
2924,Shorshe Ilish,87,Fine Dining,938,1968,49.6,39.9,2026-06-16 13:18:28
2925,Village-style Goan Fish Curry,30,Local Eatery,168,232,60.5,25.1,2025-03-24 18:16:07
2926,Litti Chokha,35,Fine Dining,1056,1514,89.3,0,2026-01-20 00:38:09
2927,Royal Rasam,54,Roadside Stall,45,91,83.1,1.2,2025-04-19 13:52:18
2928,Rava Kesari,56,Mid-range Restaurant,302,512,86.0,0,2025-11-26 12:50:02
2929,Homestyle Appam with Stew,53,Sweet Shop,58,104,82.3,3.0,2025-03-17 03:46:49
2930,Royal Bamboo Shoot Curry,77,Mid-range Restaurant,411,537,52.5,35.0,2026-02-18 02:40:06
2931,Spicy Appam with Stew,108,Street Food,52,111,64.1,26.0,2026-03-16 03:23:00
2932,Nihari,100,Local Eatery,108,259,73.9,19.5,2025-01-03 07:44:09
2933,Festival Jadoh,8,Sweet Shop,184,358,59.8,37.2,2026-06-21 00:18:28
2934,Malpua,21,Sweet Shop,67,381,52.5,44.6,2026-01-10 19:27:47
2935,Classic Shorshe Ilish,15,Mid-range Restaurant,182,214,87.2,0,2026-06-17 12:20:49
2936,Special Amritsari Kulcha,38,Local Eatery,76,217,55.6,34.6,2026-02-07 19:17:26
2937,Special Masala Dosa,50,Fine Dining,1213,2417,81.1,6.8,2026-05-22 10:13:42
2938,Zan,14,Roadside Stall,54,110,81.7,4.9,2026-05-25 15:52:28
2939,Deluxe Kadhi Bafla,65,Fine Dining,1139,2378,47.4,29.8,2025-04-15 17:15:42
2940,Royal Sol Kadhi,28,Roadside Stall,41,93,94.1,0,2025-03-15 17:27:08
2941,Litti,137,Street Food,75,94,71.5,18.3,2026-06-16 19:56:40
2942,Traditional Smoked Pork,81,Fine Dining,704,2411,51.0,44.7,2025-10-12 16:29:25
2943,Chaat Papdi,91,Fine Dining,605,1472,75.2,13.0,2025-06-19 06:17:49
2944,Village-style Malai Kofta,125,Roadside Stall,28,105,84.4,0.9,2026-05-19 12:38:00
2945,Smoked Pork,14,Local Eatery,149,171,52.6,27.5,2025-01-11 01:44:31
2946,Rajma Chawal,128,Mid-range Restaurant,246,663,78.0,5.6,2025-10-30 03:48:40
2947,Appam with Stew,57,Local Eatery,69,199,75.8,11.3,2025-07-27 23:25:28
2948,Street-side Chak-hao Kheer,10,Roadside Stall,18,59,70.9,11.2,2025-10-05 11:45:21
2949,Puran Poli,76,Roadside Stall,29,82,78.4,11.1,2025-07-02 01:54:20
2950,Dhokla,32,Sweet Shop,85,173,54.9,29.7,2025-09-23 15:49:19
2951,Roadside Sol Kadhi,28,Roadside Stall,59,116,57.3,35.2,2025-02-21 20:39:42
2952,Kadhi Bafla,66,Street Food,43,143,57.6,43.1,2025-04-05 09:11:25
2953,Traditional Shorshe Ilish,139,Mid-range Restaurant,333,475,51.3,28.6,2026-03-07 23:18:58
2954,Traditional Malpua,65,Fine Dining,722,2321,47.0,33.9,2026-01-01 06:54:13
2955,Naga Chutney,103,Roadside Stall,17,110,74.9,14.5,2025-08-26 13:31:44
2956,Extra Cheesy Malai Kofta,93,Mid-range Restaurant,166,356,78.6,7.4,2026-05-10 00:51:10
2957,Special Pesarattu,49,Roadside Stall,19,37,85.6,0,2026-04-28 21:19:44
2958,Spicy Tandoori Roti,121,Fine Dining,1209,1497,53.1,44.3,2025-08-17 03:36:12
2959,Deluxe Chettinad Chicken,3,Local Eatery,142,195,79.7,9.2,2025-03-15 01:21:39
2960,Chhena Poda,135,Street Food,72,113,57.4,24.3,2025-08-31 20:36:52
2961,Momos,79,Street Food,59,106,62.0,22.0,2026-03-06 07:56:56
2962,Homestyle Dhokla,70,Mid-range Restaurant,275,698,83.7,1.4,2026-06-26 22:11:41
2963,Spicy Zan,79,Street Food,35,130,79.8,5.8,2025-02-20 14:01:47
2964,Roadside Shorshe Ilish,87,Roadside Stall,33,56,63.9,21.6,2026-04-28 08:13:34
2965,Dahi Vada,139,Fine Dining,539,1204,64.0,28.6,2025-08-22 01:55:57
2966,Premium Thukpa,84,Local Eatery,109,138,77.5,11.9,2025-02-24 20:03:47
2967,Chef's Fish Tenga,7,Mid-range Restaurant,286,388,80.2,6.3,2025-05-17 06:13:20
2968,Family Recipe Fish Tenga,10,Fine Dining,1228,2019,69.2,22.1,2025-11-25 21:14:33
2969,Family Recipe Chhena Poda,45,Local Eatery,89,236,67.2,22.8,2025-03-14 03:07:55
2970,Litti,17,Local Eatery,137,151,83.6,2.2,2025-08-26 07:44:54
2971,Authentic Undhiyu,33,Fine Dining,934,2323,56.9,42.0,2025-07-29 20:07:37
2972,Pork with Bamboo Shoot,105,Sweet Shop,162,309,75.5,16.6,2025-07-19 21:25:52
2973,Grandma's Meen Curry,54,Sweet Shop,164,271,69.4,20.8,2025-01-29 22:59:45
2974,Kachori,130,Local Eatery,96,169,79.5,4.5,2026-04-27 17:46:44
2975,Classic Malai Kofta,35,Fine Dining,775,1203,65.4,31.3,2026-03-25 15:34:29
2976,Litti Chokha,89,Roadside Stall,66,115,94.2,0,2026-01-08 12:28:14
2977,Quick-bite Puttu Kadala,3,Roadside Stall,42,88,64.8,19.9,2025-03-16 15:55:15
2978,Classic Litti Chokha,121,Fine Dining,627,2280,73.6,9.6,2025-01-30 05:34:41
2979,Authentic Sandesh,88,Fine Dining,717,1289,93.8,0,2026-04-20 04:55:44
2980,Local Favourite Fish Tenga,103,Fine Dining,940,1871,74.9,13.5,2025-07-20 13:27:35
2981,Momos,117,Fine Dining,1217,1272,85.3,0,2025-12-03 11:59:51
2982,Thukpa,14,Street Food,30,43,91.2,0,2026-02-11 16:36:05
2983,Royal Kadhi Bafla,67,Fine Dining,1349,2093,68.7,24.0,2025-01-01 00:57:37
2984,Macher Jhol,87,Fine Dining,1466,1516,78.1,7.3,2026-05-30 08:02:55
2985,Undhiyu,75,Sweet Shop,76,190,62.7,18.9,2025-10-13 18:50:58
2986,Village-style Kothu Parotta,112,Mid-range Restaurant,315,333,76.8,12.6,2025-11-14 07:31:22
2987,Classic Meen Curry,59,Local Eatery,165,266,80.2,4.4,2025-05-19 05:11:06
2988,Uttapam,112,Roadside Stall,52,72,86.7,0,2025-04-07 14:27:19
2989,Authentic Momos,77,Sweet Shop,91,376,64.6,29.5,2026-01-16 23:37:35
2990,Chettinad Chicken,110,Mid-range Restaurant,413,459,76.3,13.2,2025-07-13 16:33:33
2991,Quick-bite Kadhi Chawal,133,Sweet Shop,134,170,77.6,6.2,2026-02-02 19:08:52
2992,Momos,90,Street Food,22,130,49.7,53.5,2025-12-08 04:40:42
2993,Lassi,97,Roadside Stall,56,79,37.0,45.7,2026-01-27 05:55:47
2994,Signature Paneer Tikka,95,Roadside Stall,39,109,46.5,33.1,2025-09-12 09:56:07
2995,Hyderabadi Biryani,107,Sweet Shop,138,203,61.2,33.7,2025-06-14 02:38:05
2996,Chila,67,Fine Dining,1265,1775,60.1,31.0,2026-06-08 17:12:53
2997,Traditional Tandoori Roti,39,Sweet Shop,137,169,70.9,22.7,2025-02-07 03:22:35
2998,Puttu Kadala,115,Mid-range Restaurant,293,485,70.3,24.5,2025-05-15 10:03:35
2999,Local Favourite Hyderabadi Biryani,106,Fine Dining,955,2067,64.1,13.6,2026-04-23 02:30:34
3000,Golgappa,126,Mid-range Restaurant,289,649,62.9,19.6,2025-08-10 13:37:35
3001,Authentic Lassi,129,Local Eatery,117,244,81.6,5.6,2025-01-22 08:34:09
3002,Local Favourite Kadhi Bafla,62,Roadside Stall,45,91,43.2,68.8,2025-01-18 11:56:27
3003,Extra Cheesy Kachori,123,Mid-range Restaurant,377,566,58.3,18.8,2025-09-04 06:59:13
3004,Chef's Tandoori Roti,121,Roadside Stall,18,32,76.7,5.4,2025-08-04 17:52:53
3005,Spicy Chak-hao Kheer,9,Mid-range Restaurant,409,495,60.6,23.1,2025-07-24 13:58:28
3006,Momos,88,Mid-range Restaurant,366,563,60.8,42.2,2025-06-05 13:34:45
3007,Misal Pav,34,Sweet Shop,204,385,80.7,7.0,2025-01-29 14:21:32
3008,Kadhi Bafla,67,Roadside Stall,62,77,48.8,53.7,2025-08-27 23:17:23
3009,Special Kachori,93,Sweet Shop,183,321,74.2,16.0,2025-09-02 04:03:39
3010,Festival Bhutte ka Kees,21,Mid-range Restaurant,407,527,80.2,5.5,2025-08-03 21:43:22
3011,Special Smoked Pork,103,Mid-range Restaurant,390,629,68.9,11.5,2026-05-15 07:20:07
3012,Naga Chutney,105,Mid-range Restaurant,386,694,68.4,23.3,2025-10-25 19:05:32
3013,Butter Chicken,38,Mid-range Restaurant,356,541,92.7,0,2025-01-14 00:43:29
3014,Premium Litti,135,Sweet Shop,72,201,78.3,4.0,2025-05-21 04:24:11
3015,Meen Curry,48,Street Food,60,105,83.7,1.8,2026-04-30 00:12:13
3016,Shorshe Ilish,137,Street Food,52,69,66.0,16.3,2025-03-10 12:54:07
3017,Local Favourite Shorshe Ilish,137,Fine Dining,814,1747,85.1,0,2026-04-04 20:57:06
3018,Undhiyu,24,Roadside Stall,36,67,61.6,22.4,2025-08-23 21:59:38
3019,Chef's Vada Pav,33,Mid-range Restaurant,294,356,41.7,72.6,2026-06-07 02:40:23
3020,Village-style Aloo Paratha,43,Local Eatery,167,222,94.8,0,2026-06-14 16:37:46
3021,Smoked Pork,105,Fine Dining,990,1619,51.1,24.0,2025-06-08 02:33:16
3022,Rajma Chawal,94,Street Food,38,93,72.3,10.6,2025-11-21 23:41:32
3023,Special Naga Chutney,82,Roadside Stall,48,107,73.2,16.1,2026-06-23 20:44:39
3024,Sol Kadhi,31,Mid-range Restaurant,179,499,78.7,8.9,2025-03-01 00:17:58
3025,Local Favourite Malai Kofta,44,Roadside Stall,22,80,70.3,22.2,2025-05-19 02:42:10
3026,Idiyappam,56,Street Food,48,97,73.0,20.9,2025-03-13 05:24:33
3027,Pitha,11,Roadside Stall,19,62,85.0,0,2025-04-09 17:58:23
3028,Family Recipe Sandesh,45,Roadside Stall,38,107,80.1,4.4,2025-02-10 09:45:45
3029,Special Dhokla,27,Local Eatery,120,179,63.3,38.8,2025-08-18 16:40:30
3030,Chef's Thukpa,103,Mid-range Restaurant,332,527,58.0,17.9,2025-02-18 18:09:04
3031,Street-side Pork with Bamboo Shoot,83,Mid-range Restaurant,301,316,69.9,18.7,2026-06-06 17:44:34
3032,Kolhapuri Mutton,26,Sweet Shop,134,328,75.8,8.9,2025-09-01 00:10:19
3033,Zan,82,Sweet Shop,140,210,80.2,4.6,2025-08-24 19:03:49
3034,Bebinca,31,Local Eatery,136,297,51.3,36.7,2026-04-22 19:27:07
3035,Authentic Puran Poli,69,Mid-range Restaurant,192,680,75.9,13.5,2025-03-21 23:39:49
3036,Mysore Pak,6,Sweet Shop,127,331,78.2,4.8,2025-02-15 17:28:48
3037,Authentic Litti,135,Mid-range Restaurant,218,637,79.9,5.5,2025-04-20 19:48:01
3038,Authentic Pongal,107,Street Food,83,115,88.5,0,2026-05-21 04:01:37
3039,Authentic Litti Chokha,98,Local Eatery,140,219,71.7,20.7,2025-03-09 01:41:10
3040,Grandma's Masala Dosa,1,Local Eatery,144,244,71.5,20.4,2026-03-05 04:23:03
3041,Chef's Momos,117,Street Food,25,117,77.3,13.1,2025-07-27 15:25:04
3042,Dahi Vada,87,Mid-range Restaurant,247,541,70.4,10.9,2026-04-19 20:20:48
3043,Deluxe Macher Jhol,90,Sweet Shop,41,220,77.8,8.7,2026-05-15 01:25:43
3044,Village-style Hyderabadi Biryani,6,Fine Dining,544,1143,73.7,9.1,2025-05-22 07:23:59
3045,Poha Jalebi,68,Mid-range Restaurant,394,538,70.0,23.5,2026-06-22 22:48:51
3046,Quick-bite Rosogolla,88,Street Food,84,140,74.8,10.2,2025-11-01 14:04:02
3047,Street-side Sabudana Khichdi,67,Fine Dining,837,2131,83.8,1.3,2025-04-15 11:57:20
3048,Festival Pongal,57,Roadside Stall,47,113,79.5,5.8,2025-11-27 13:09:42
3049,Chef's Uttapam,61,Street Food,73,99,86.0,0,2026-04-05 11:49:00
3050,Uttapam,6,Local Eatery,131,238,40.0,42.1,2026-04-03 14:01:28
3051,Modak,71,Street Food,21,58,72.1,10.9,2025-04-05 04:19:24
3052,Traditional Malpua,66,Sweet Shop,175,259,63.9,27.6,2025-04-05 18:54:06
3053,Kadhi Bafla,67,Mid-range Restaurant,269,436,69.5,19.7,2026-04-03 02:52:54
3054,Spicy Rajma Chawal,92,Sweet Shop,44,342,65.0,17.3,2026-05-26 16:50:13
3055,Golgappa,101,Mid-range Restaurant,411,685,68.1,22.9,2025-11-18 11:07:27
3056,Authentic Smoked Pork,85,Local Eatery,107,286,89.3,0,2025-05-25 03:17:59
3057,Nihari,41,Street Food,34,111,59.3,23.0,2025-06-12 20:30:20
3058,Village-style Smoked Pork,11,Fine Dining,1048,1668,78.0,11.2,2026-01-12 16:16:51
3059,Signature Fish Tenga,105,Roadside Stall,40,85,64.6,25.7,2026-01-08 12:57:04
3060,Roadside Goan Fish Curry,69,Roadside Stall,45,97,54.9,26.4,2026-05-10 03:13:27
3061,Signature Uttapam,52,Mid-range Restaurant,318,635,76.3,14.9,2026-06-28 17:19:21
3062,Sarson da Saag,126,Mid-range Restaurant,194,699,78.1,10.0,2025-08-15 03:06:17
3063,Family Recipe Shorshe Ilish,135,Mid-range Restaurant,211,650,80.2,3.6,2026-04-25 07:30:11
3064,Roadside Kachori,127,Mid-range Restaurant,358,550,81.6,2.3,2025-10-06 05:09:13
3065,Rava Kesari,112,Fine Dining,1042,2278,69.0,27.6,2025-01-07 03:56:34
3066,Chef's Bebinca,13,Roadside Stall,67,88,47.9,27.2,2025-05-29 21:00:40
3067,Classic Thukpa,10,Sweet Shop,193,242,56.6,26.6,2025-04-09 01:31:15
3068,Sandesh,135,Local Eatery,99,278,75.3,11.4,2025-11-15 14:51:54
3069,Bebinca,13,Fine Dining,1170,1280,90.5,0,2026-01-29 03:20:03
3070,Jadoh,9,Local Eatery,176,224,73.7,7.8,2025-09-17 03:34:22
3071,Traditional Rasam,57,Roadside Stall,40,101,93.9,0,2025-09-26 16:25:35
3072,Roadside Jadoh,84,Street Food,64,105,74.8,17.0,2025-02-01 18:29:07
3073,Meen Curry,112,Fine Dining,1148,1440,71.6,8.8,2025-09-16 11:03:27
3074,Vada Sambar,53,Street Food,33,119,78.3,9.7,2025-09-29 02:16:55
3075,Zan,105,Mid-range Restaurant,171,355,93.1,0,2025-10-05 14:43:55
3076,Chef's Pitha,83,Street Food,83,122,65.4,19.3,2025-04-18 18:40:08
3077,Family Recipe Kolhapuri Mutton,23,Fine Dining,766,1221,89.5,0,2026-01-07 00:50:01
3078,Sarson da Saag,132,Street Food,77,89,83.4,2.6,2025-03-05 20:03:34
3079,Village-style Khandvi,26,Fine Dining,883,1651,48.6,46.9,2026-06-19 09:06:27
3080,Undhiyu,71,Roadside Stall,64,84,65.3,27.7,2025-11-30 13:25:01
3081,Festival Khandvi,71,Sweet Shop,92,366,81.4,3.6,2026-03-20 00:21:54
3082,Extra Cheesy Sarson da Saag,122,Mid-range Restaurant,344,517,74.7,6.6,2025-01-15 13:22:37
3083,Lassi,93,Mid-range Restaurant,257,593,83.6,1.2,2025-12-02 11:22:27
3084,Signature Chingri Malai Curry,138,Fine Dining,1319,2483,56.8,21.7,2025-01-03 01:49:34
3085,Bebinca,69,Street Food,82,117,89.8,0,2025-08-20 19:39:48
3086,Chef's Puran Poli,29,Fine Dining,977,1242,95.3,0,2025-03-27 06:37:51
3087,Roadside Puran Poli,32,Local Eatery,158,241,75.8,8.4,2026-05-31 03:10:25
3088,Kosha Mangsho,19,Fine Dining,636,1000,65.9,19.8,2026-01-24 17:39:06
3089,Roadside Shorshe Ilish,87,Mid-range Restaurant,288,629,91.5,0,2025-08-29 00:33:42
3090,Festival Misal Pav,25,Sweet Shop,125,374,59.1,36.2,2025-04-28 18:56:08
3091,Festival Hyderabadi Biryani,61,Mid-range Restaurant,328,620,41.9,66.0,2026-03-29 02:37:38
3092,Premium Chingri Malai Curry,89,Fine Dining,870,1907,51.3,36.8,2025-02-04 10:01:21
3093,Nihari,40,Street Food,44,106,56.3,24.6,2026-05-24 21:49:59
3094,Homestyle Zan,78,Fine Dining,604,1129,67.9,22.4,2025-12-12 07:43:37
3095,Undhiyu,25,Fine Dining,1237,1749,92.3,0,2025-09-29 07:24:50
3096,Bebinca,82,Roadside Stall,60,83,71.8,12.4,2025-11-09 13:41:20
3097,Extra Cheesy Thukpa,10,Roadside Stall,67,101,51.5,23.2,2025-09-28 05:58:16
3098,Fish Tenga,8,Fine Dining,1267,1349,89.3,0,2026-05-17 22:08:54
3099,Street-side Khandvi,70,Fine Dining,1217,2450,57.0,34.6,2025-09-01 17:57:18
3100,Authentic Misal Pav,26,Mid-range Restaurant,271,621,73.6,17.7,2026-03-31 16:13:16
3101,Rasam,109,Mid-range Restaurant,251,665,69.1,28.6,2025-10-13 20:17:09
3102,Premium Nihari,92,Fine Dining,559,1499,53.6,39.0,2025-06-16 12:40:56
3103,Bebinca,70,Local Eatery,162,260,83.0,3.0,2026-04-21 10:13:02
3104,Roadside Uttapam,2,Roadside Stall,44,93,56.1,39.4,2026-04-23 06:51:31
3105,Mysore Pak,59,Local Eatery,100,232,79.0,8.8,2025-11-18 14:23:01
3106,Roadside Uttapam,114,Street Food,45,145,80.9,7.2,2026-06-03 12:13:51
