souvenir_id,item_name,state_id,price_min_inr,price_max_inr,trust_score,scam_markup_pct,timestamp
339,Village-style Keychain Set,2,488,1082,69.6,18.4,2026-03-23 16:42:57
340,Quick-bite Pahari Cap,9,770,1723,89.4,0,2025-03-15 09:31:37
341,Special Mysore Silk Saree,11,345,2258,63.8,20.5,2025-07-19 12:49:27
342,Family Recipe Fridge Magnet,8,727,1920,91.3,0,2025-09-08 14:14:47
343,Royal Kanchipuram Silk Saree,23,326,1439,50.7,58.1,2026-03-14 02:37:16
344,Roadside Marble Taj Replica,26,514,1401,66.3,32.1,2025-07-21 06:30:29
345,Festival Cashew Feni Bottle,6,718,1794,61.3,42.6,2025-05-23 09:43:43
346,Mysore Silk Saree,11,669,1760,69.3,14.3,2025-11-05 06:49:39
347,Fridge Magnet,4,508,2235,90.6,0,2025-01-27 23:55:06
348,Chef's Keychain Set,8,334,1786,46.4,37.1,2025-12-06 14:54:18
349,Street-side Postcard Set,1,561,1635,64.2,23.6,2026-02-16 00:25:32
350,Traditional Fridge Magnet,2,541,2353,64.1,14.7,2025-12-18 13:34:34
351,Handwoven Bag,4,180,2578,54.9,47.6,2026-01-24 14:05:44
352,Coir Handicraft,12,505,1218,66.9,11.7,2026-04-23 02:11:00
353,Bronze Nataraja Statue,23,597,2617,74.0,7.5,2026-01-23 19:25:10
354,Fridge Magnet,15,222,1986,85.0,0,2026-02-06 06:24:41
355,Authentic Fridge Magnet,4,188,1178,69.2,14.2,2025-07-27 04:35:26
356,Extra Cheesy Keychain Set,27,237,1131,83.7,0.9,2025-07-04 11:55:45
357,Dokra Art,28,414,1145,62.3,35.9,2025-04-13 06:54:06
358,Bamboo Craft,3,121,1196,72.5,20.0,2026-06-22 15:43:28
359,Puppet (Kathputli),21,407,3126,43.7,45.2,2025-08-04 12:32:56
360,Marble Taj Replica,26,608,2285,62.1,13.9,2026-03-18 10:20:01
361,Extra Cheesy Paithani Saree,14,732,3185,90.0,0,2025-08-05 20:23:26
362,Homestyle Cashew Feni Bottle,6,190,1741,66.4,24.5,2025-03-17 18:53:10
363,Spicy Juti Footwear,20,508,3145,74.4,10.2,2025-08-12 22:52:38
364,Village-style Local Handicraft Figurine,25,711,2681,65.0,31.8,2025-07-20 08:08:49
365,Quick-bite Applique Work,19,471,2452,64.0,33.9,2025-06-27 19:05:26
366,Kullu Shawl,9,504,2209,43.4,50.2,2025-05-01 16:04:44
367,Juti Footwear,20,720,1390,79.0,6.9,2025-04-12 04:28:21
368,Kolhapuri Chappal,14,415,2671,65.9,14.8,2025-10-06 07:50:53
369,Local Handicraft Figurine,18,590,1022,78.1,11.8,2025-03-12 17:51:47
370,Warli Painting,14,459,2126,63.7,36.5,2025-01-28 02:54:22
371,Festival Handwoven Bag,1,471,2678,87.5,0,2026-02-27 17:15:14
372,Juti Footwear,20,528,1015,83.0,1.2,2026-04-12 17:44:51
373,Postcard Set,17,271,1185,70.1,18.2,2025-09-24 13:41:59
374,Family Recipe Local Handicraft Figurine,25,651,1737,78.3,9.2,2026-02-12 19:43:43
375,Bandhani Fabric,7,203,1441,48.2,42.2,2026-05-28 20:16:15
376,Keychain Set,4,251,2959,67.5,20.9,2025-03-06 18:29:48
377,Bandhani Fabric,7,175,2738,88.0,0,2025-01-03 14:37:12
378,Local Handicraft Figurine,1,592,2063,51.7,37.0,2025-01-05 20:19:37
379,Extra Cheesy Local Handicraft Figurine,18,664,3500,77.2,14.0,2025-02-12 04:41:03
380,Local Favourite Pahari Cap,9,194,1443,62.5,13.5,2025-03-30 00:56:49
381,Muga Silk Stole,3,179,2486,56.7,29.6,2026-05-02 17:56:50
382,Chikankari Kurta,26,382,1305,76.5,6.6,2026-01-26 23:17:20
383,Handwoven Bag,8,389,1981,75.3,14.4,2025-10-07 00:13:51
384,Fridge Magnet,5,566,807,66.0,31.2,2025-04-09 20:25:09
385,Extra Cheesy Local Handicraft Figurine,25,306,1850,75.8,10.8,2025-04-03 13:48:12
386,Street-side Bronze Nataraja Statue,23,312,3111,65.2,35.2,2025-09-11 23:27:04
387,Extra Cheesy Postcard Set,25,96,1565,86.1,0,2025-04-22 12:19:23
388,Paithani Saree,14,634,1772,84.9,0.2,2025-10-28 06:23:09
389,Spicy Khasi Shawl,16,697,2322,74.7,16.9,2026-02-12 17:45:26
390,Seashell Craft,6,537,2239,84.4,1.1,2026-02-11 00:10:00
391,Handwoven Bag,8,699,2182,77.3,9.9,2025-09-21 11:19:35
392,Handwoven Bag,17,284,1786,65.8,15.6,2026-03-12 11:54:57
393,Homestyle Kantha Stitch Saree,28,79,323,71.2,21.5,2025-08-07 18:20:03
394,Fridge Magnet,2,477,2571,57.1,29.4,2025-09-05 07:25:18
395,Premium Kangra Miniature Painting,9,415,2094,63.5,19.1,2025-04-01 13:47:43
396,Homestyle Keychain Set,24,639,1913,76.2,5.7,2025-10-15 10:33:10
397,Special Fridge Magnet,2,693,3338,62.6,19.4,2026-05-24 06:48:17
398,Deluxe Fridge Magnet,8,646,2794,81.8,2.1,2026-06-06 20:13:36
399,Chef's Fridge Magnet,10,519,1627,67.4,21.7,2025-06-04 08:50:57
400,Bandhani Fabric,7,589,2911,69.5,17.2,2025-07-28 02:29:58
401,Local Handicraft Figurine,5,430,3338,84.7,0.5,2025-07-01 17:04:07
402,Deluxe Thangka Painting,22,599,3335,87.0,0,2025-06-11 10:51:08
403,Tanjore Painting,23,704,1012,47.9,22.8,2025-06-15 18:32:49
404,Postcard Set,18,599,906,75.3,15.4,2025-07-06 18:25:16
405,Chanderi Saree,13,447,931,56.4,39.1,2025-11-23 19:51:53
406,Local Favourite Fridge Magnet,18,62,1241,91.3,0,2025-08-31 01:25:16
407,Special Local Handicraft Figurine,2,58,385,62.6,39.7,2026-01-11 02:47:39
408,Quick-bite Keychain Set,10,681,3648,85.5,0,2026-06-05 17:03:34
409,Handwoven Bag,24,289,2779,82.3,4.5,2026-04-08 08:23:39
410,Keychain Set,1,486,2289,79.8,4.4,2025-05-27 11:58:35
411,Keychain Set,10,319,1362,78.9,7.5,2026-02-20 04:52:53
412,Khasi Shawl,16,449,3035,70.2,16.2,2025-07-31 15:08:59
413,Pattachitra Painting,19,639,2239,74.5,13.3,2026-01-24 14:35:40
414,Roadside Fridge Magnet,5,172,285,58.7,31.9,2025-01-30 23:06:30
415,Roadside Handwoven Bag,1,543,1214,47.6,67.0,2026-01-07 18:52:53
416,Signature Pahari Cap,9,189,881,90.4,0,2026-02-19 16:15:54
417,Pattachitra Painting,19,66,1409,84.1,0.7,2025-07-31 20:13:38
418,Azulejo Tile,6,684,916,58.6,25.3,2025-11-21 22:22:39
419,Warli Painting,14,180,2665,49.6,52.8,2025-10-16 04:47:33
420,Fridge Magnet,2,194,2131,70.9,20.2,2025-06-26 09:20:47
421,Traditional Postcard Set,4,686,2077,67.1,22.6,2026-04-26 13:24:26
422,Family Recipe Chikankari Kurta,26,491,674,81.0,2.8,2025-12-30 05:40:27
423,Postcard Set,27,732,841,80.0,4.0,2025-05-19 23:20:50
424,Handwoven Bag,8,347,1332,62.8,27.2,2025-12-27 22:03:26
425,Signature Fridge Magnet,24,109,1268,88.5,0,2025-05-22 05:38:24
426,Quick-bite Fridge Magnet,8,659,2513,72.3,13.3,2025-05-31 11:54:31
427,Seashell Craft,6,777,1382,90.7,0,2025-10-11 14:22:38
428,Special Phulkari Dupatta,20,250,2870,61.0,24.2,2026-01-19 05:00:19
429,Fridge Magnet,18,721,2176,89.1,0,2025-10-04 10:58:39
430,Authentic Fridge Magnet,10,308,2582,76.8,7.1,2026-01-31 03:03:09
431,Royal Bagh Print Fabric,13,747,2810,73.4,13.5,2025-08-31 20:52:04
432,Special Juti Footwear,20,66,2247,54.3,21.6,2025-01-14 07:27:55
433,Grandma's Bandhani Fabric,7,670,2087,55.2,41.8,2026-05-18 13:19:01
434,Deluxe Keychain Set,18,214,1902,68.9,22.7,2026-04-23 07:46:19
435,Kolhapuri Chappal,14,753,2167,73.9,14.1,2025-09-26 22:52:51
436,Postcard Set,1,744,3563,70.3,17.4,2025-04-26 17:41:04
437,Fridge Magnet,1,410,2813,66.3,13.0,2025-01-16 08:48:22
438,Fridge Magnet,15,457,842,81.5,3.1,2026-06-09 13:05:50
439,Deluxe Paithani Saree,14,194,508,74.8,16.9,2025-11-22 13:44:37
440,Royal Keychain Set,2,657,2189,58.7,18.5,2025-12-13 01:26:52
441,Signature Khasi Shawl,16,310,3285,66.6,13.0,2026-02-25 23:25:52
442,Fridge Magnet,25,754,1252,75.9,7.4,2025-03-16 13:40:28
443,Cashew Feni Bottle,6,772,3397,58.3,46.2,2025-05-21 16:08:09
444,Homestyle Keychain Set,24,246,3190,72.8,12.4,2025-07-24 05:38:37
445,Chikankari Kurta,26,331,1974,70.2,9.6,2025-03-09 09:27:05
446,Spicy Handwoven Bag,2,146,3047,70.5,17.4,2025-04-21 06:17:44
447,Spicy Juti Footwear,20,702,2434,81.9,4.0,2025-03-15 03:38:31
448,Village-style Keychain Set,17,490,543,81.6,5.5,2026-05-08 00:04:06
449,Local Favourite Phulkari Dupatta,20,446,2438,56.5,19.6,2025-04-24 16:44:02
450,Classic Keychain Set,17,506,1604,85.4,0,2026-05-14 08:56:09
451,Handwoven Bag,25,319,1343,51.9,24.8,2025-09-09 17:15:21
452,Fridge Magnet,1,528,3358,81.5,5.9,2025-06-29 14:38:13
453,Local Handicraft Figurine,8,776,1106,79.3,6.6,2025-08-11 21:02:11
454,Premium Keychain Set,15,657,1505,82.2,2.5,2025-02-07 14:50:55
455,Local Handicraft Figurine,8,383,970,58.3,32.6,2026-05-28 03:03:46
456,Postcard Set,24,195,1087,75.0,8.0,2026-04-15 15:06:38
457,Pattachitra Painting,19,613,850,68.3,27.0,2025-09-19 13:57:03
458,Royal Keychain Set,18,154,2039,69.6,10.2,2026-01-29 03:52:39
459,Local Favourite Bandhani Fabric,7,542,3392,76.5,14.9,2025-08-14 11:31:00
460,Thangka Painting,22,696,1898,75.3,5.9,2025-11-25 13:38:39
461,Premium Prayer Wheel,22,744,2453,76.2,9.8,2025-05-08 06:10:58
462,Roadside Local Handicraft Figurine,1,76,653,79.4,4.7,2025-07-30 22:33:33
463,Fridge Magnet,25,653,1045,53.3,24.5,2025-11-11 09:36:33
464,Chef's Chikankari Kurta,26,62,2363,70.6,17.3,2026-05-09 14:33:59
465,Handwoven Bag,15,268,2453,59.7,39.3,2025-07-08 07:38:15
466,Royal Pattachitra Painting,19,150,2855,87.3,0,2025-09-04 05:09:14
467,Village-style Fridge Magnet,18,66,1875,76.9,11.0,2025-05-06 05:57:50
468,Blue Pottery,21,62,1226,66.0,15.2,2025-07-29 13:23:07
469,Coir Handicraft,12,305,360,76.8,5.6,2026-01-03 08:10:06
470,Classic Juti Footwear,20,400,1365,55.8,43.1,2026-01-19 16:05:10
471,Special Fridge Magnet,2,564,2977,80.1,6.0,2025-10-30 18:41:23
472,Extra Cheesy Azulejo Tile,6,308,2078,70.6,18.1,2025-04-14 20:34:08
473,Puppet (Kathputli),21,330,1455,74.4,14.3,2025-11-29 14:57:36
474,Postcard Set,8,77,439,89.0,0,2025-09-11 00:12:31
475,Authentic Meenakari Jewelry,21,284,1916,47.9,28.0,2025-02-01 20:52:39
476,Chef's Gond Art Painting,13,530,2569,79.3,5.0,2025-10-17 16:04:58
477,Fridge Magnet,4,567,3127,65.5,33.1,2026-03-10 04:36:59
478,Royal Local Handicraft Figurine,8,214,2563,63.6,24.8,2025-04-04 14:06:58
479,Family Recipe Handwoven Bag,18,792,2666,87.9,0,2026-04-11 21:44:42
480,Local Handicraft Figurine,24,210,1519,80.5,3.0,2026-04-04 15:59:49
481,Local Handicraft Figurine,1,653,3429,66.3,22.1,2025-07-12 17:45:11
482,Royal Mysore Silk Saree,11,431,1855,68.6,10.1,2025-02-02 17:39:06
483,Extra Cheesy Handwoven Bag,8,194,3128,62.8,33.8,2026-04-21 22:43:35
484,Sandalwood Carving,11,415,2360,72.8,21.0,2025-01-15 23:40:42
485,Marble Taj Replica,26,280,1585,51.9,23.1,2025-06-03 18:45:31
486,Juti Footwear,20,312,1397,76.6,13.5,2025-02-08 02:37:15
487,Village-style Local Handicraft Figurine,4,571,3336,48.3,29.6,2026-01-22 01:19:13
488,Extra Cheesy Fridge Magnet,5,187,486,91.5,0,2025-09-03 05:38:08
489,Spicy Bagh Print Fabric,13,636,2369,60.2,31.0,2025-09-15 09:01:41
490,Silver Filigree,19,611,3522,42.1,54.7,2026-04-26 06:55:16
491,Handwoven Bag,27,569,2214,51.9,31.8,2026-04-08 03:31:52
492,Local Favourite Keychain Set,5,146,1617,92.0,0,2026-05-20 21:26:56
493,Premium Chanderi Saree,13,687,1677,53.1,52.4,2025-01-10 18:25:43
494,Warli Painting,14,794,2536,78.4,6.1,2025-04-23 16:57:07
495,Mirror Work Bag,7,714,3259,38.9,55.2,2025-12-17 20:28:23
496,Chef's Handwoven Bag,5,330,1069,81.6,3.4,2025-01-25 17:02:29
497,Khasi Shawl,16,598,3332,65.2,26.3,2026-03-01 14:59:51
498,Seashell Craft,6,779,2229,41.2,73.3,2026-05-12 09:09:37
499,Special Prayer Wheel,22,96,2563,56.3,33.9,2026-03-03 11:32:08
500,Paithani Saree,14,54,319,47.4,30.6,2026-03-16 09:09:20
501,Deluxe Warli Painting,14,583,3573,83.6,1.2,2025-08-31 02:55:28
502,Special Applique Work,19,482,1302,51.8,50.8,2025-01-24 13:05:58
503,Kullu Shawl,9,563,3092,64.1,30.7,2025-02-11 01:37:46
504,Festival Fridge Magnet,25,762,1002,51.2,28.6,2026-04-06 20:56:32
505,Classic Pattachitra Painting,19,794,2894,59.3,38.1,2026-05-15 11:33:42
506,Keychain Set,15,463,1130,83.4,2.7,2025-04-09 06:13:11
507,Meenakari Jewelry,21,146,1484,39.4,60.5,2026-05-31 18:58:15
508,Patola Saree,7,386,3000,92.5,0,2026-01-02 20:05:54
509,Premium Local Handicraft Figurine,10,238,405,80.6,6.5,2026-05-27 18:36:17
510,Deluxe Handwoven Carpet,22,176,2265,87.1,0,2026-06-04 04:39:43
511,Postcard Set,17,774,860,53.2,29.8,2025-07-08 12:22:08
512,Keychain Set,25,61,732,52.7,26.1,2026-02-15 12:33:56
513,Fridge Magnet,18,324,2326,91.6,0,2025-07-06 04:30:28
514,Local Favourite Juti Footwear,20,392,3266,67.6,14.2,2025-05-18 09:23:27
515,Grandma's Keychain Set,25,279,379,72.8,14.7,2025-03-27 01:29:09
516,Grandma's Local Handicraft Figurine,17,594,3265,73.7,19.1,2026-02-16 18:46:44
517,Khasi Shawl,16,88,2447,93.7,0,2026-03-14 11:00:50
518,Spicy Cashew Feni Bottle,6,325,1459,78.8,7.0,2025-12-15 11:48:42
519,Postcard Set,1,190,2395,76.3,15.0,2025-10-02 18:12:09
520,Keychain Set,27,177,400,84.6,0.5,2026-05-11 08:29:23
521,Local Handicraft Figurine,8,545,1232,71.9,20.6,2025-03-25 03:59:54
522,Authentic Kantha Stitch Saree,28,87,2266,68.8,15.3,2025-07-30 06:34:57
523,Grandma's Azulejo Tile,6,409,1825,83.7,1.2,2026-05-01 17:56:41
524,Postcard Set,24,269,2656,66.0,12.6,2025-03-27 08:31:05
525,Grandma's Postcard Set,5,628,3233,68.9,27.3,2025-09-24 07:55:39
526,Terracotta Figurine,28,787,3059,71.5,17.6,2026-01-20 10:55:39
527,Gond Art Painting,13,665,2825,78.8,10.0,2025-09-01 19:15:20
528,Local Favourite Applique Work,19,634,1104,45.9,25.2,2025-05-30 04:57:50
529,Quick-bite Postcard Set,4,647,1994,52.4,32.4,2026-02-02 22:05:02
530,Authentic Bronze Nataraja Statue,23,139,782,56.4,18.9,2025-01-16 10:10:49
531,Classic Keychain Set,24,253,3041,65.7,16.7,2025-03-25 14:09:35
532,Postcard Set,15,379,2442,38.3,32.5,2025-08-14 03:56:03
533,Extra Cheesy Kullu Shawl,9,781,2187,54.9,41.4,2025-04-13 22:42:26
534,Homestyle Local Handicraft Figurine,18,246,1691,71.1,17.2,2025-07-16 14:25:40
535,Homestyle Dokra Art,28,69,2389,58.9,43.9,2025-08-03 12:35:58
536,Extra Cheesy Bamboo Basket,16,554,1717,50.8,39.8,2026-06-14 23:16:24
537,Street-side Fridge Magnet,8,405,3273,86.3,0,2025-03-29 23:08:41
538,Festival Local Handicraft Figurine,15,784,3181,53.3,44.5,2025-08-27 20:21:37
539,Handwoven Bag,24,396,3351,74.8,10.1,2026-04-07 07:57:19
540,Special Khasi Shawl,16,107,635,71.2,11.3,2025-03-13 14:56:38
541,Traditional Local Handicraft Figurine,24,479,1480,89.6,0,2026-04-03 06:08:40
542,Coir Handicraft,12,287,2695,78.3,8.3,2026-06-21 21:45:49
543,Traditional Handwoven Bag,15,302,819,92.5,0,2025-06-07 18:10:11
544,Homestyle Kolhapuri Chappal,14,62,2979,44.8,54.9,2025-07-21 17:06:48
545,Family Recipe Kathakali Mask,12,692,2759,83.7,1.7,2026-02-10 13:43:21
546,Extra Cheesy Muga Silk Stole,3,656,1981,63.7,19.7,2025-06-25 10:25:02
547,Signature Local Handicraft Figurine,18,92,1534,64.8,16.1,2026-06-23 17:54:55
548,Terracotta Figurine,28,633,1746,64.9,22.1,2026-01-20 21:28:16
549,Signature Keychain Set,8,138,1758,51.0,61.2,2025-02-15 10:44:54
550,Mirror Work Bag,7,442,3133,54.0,52.1,2025-12-11 02:30:16
551,Family Recipe Khasi Shawl,16,306,3245,79.4,5.6,2026-02-27 05:42:51
552,Blue Pottery,21,737,1676,85.8,0,2026-02-23 17:34:26
553,Chef's Handwoven Bag,1,323,3245,81.7,3.2,2025-11-13 14:30:34
554,Postcard Set,2,548,992,81.4,2.9,2025-01-27 23:21:40
555,Bamboo Craft,3,359,497,78.2,8.0,2025-08-28 01:57:01
556,Authentic Channapatna Toy,11,444,2806,50.6,36.1,2026-06-15 00:17:38
557,Extra Cheesy Muga Silk Stole,3,141,2080,85.2,0,2025-08-20 14:08:37
558,Chef's Keychain Set,24,770,2173,66.2,12.6,2025-09-12 01:37:02
559,Marble Taj Replica,26,161,934,80.3,4.1,2025-02-24 22:19:39
560,Keychain Set,18,333,1326,62.6,16.6,2026-05-16 04:24:09
561,Muga Silk Stole,3,390,504,38.8,78.3,2025-10-20 13:52:00
562,Royal Phulkari Dupatta,20,539,1261,45.3,68.3,2026-04-24 00:00:40
563,Chef's Handwoven Bag,27,692,1425,89.2,0,2026-02-12 16:54:05
564,Signature Fridge Magnet,17,367,1106,77.4,10.4,2025-05-25 08:58:39
565,Keychain Set,1,503,1994,60.3,34.7,2025-12-13 01:08:34
566,Mysore Silk Saree,11,723,2017,71.3,13.5,2025-12-24 20:43:01
567,Extra Cheesy Bamboo Basket,16,596,949,79.4,5.5,2025-06-25 20:15:52
568,Bandhani Fabric,7,784,1265,68.5,17.3,2026-01-31 03:42:48
569,Bandhani Fabric,7,450,2675,69.8,11.1,2025-12-07 04:18:46
570,Extra Cheesy Juti Footwear,20,420,2427,82.2,2.9,2025-04-22 08:18:09
571,Traditional Keychain Set,1,233,1522,85.9,0,2025-11-10 23:37:36
572,Family Recipe Kantha Stitch Saree,28,555,2305,87.8,0,2026-02-05 19:54:17
573,Homestyle Fridge Magnet,18,176,1241,66.0,15.0,2025-03-05 05:34:04
574,Mirror Work Bag,7,414,2456,48.2,49.3,2026-03-21 11:54:16
575,Chanderi Saree,13,722,1614,89.6,0,2026-01-30 08:59:09
576,Spicy Mysore Silk Saree,11,357,2780,66.8,25.6,2026-04-02 10:46:04
577,Traditional Local Handicraft Figurine,18,172,361,90.4,0,2025-10-04 04:38:58
578,Village-style Handwoven Bag,4,550,2708,68.1,10.6,2025-03-21 11:12:18
579,Khasi Shawl,16,171,2670,49.0,51.5,2025-07-26 16:49:12
580,Street-side Bamboo Craft,3,100,1843,88.9,0,2025-06-08 07:57:12
581,Juti Footwear,20,152,1740,79.3,9.6,2025-01-09 01:07:14
582,Extra Cheesy Keychain Set,4,53,413,74.3,16.7,2025-10-07 18:49:19
583,Camel Leather Jutti,21,553,1434,70.1,19.1,2025-06-06 19:52:29
584,Village-style Postcard Set,24,345,941,94.0,0,2025-01-03 05:36:38
585,Fridge Magnet,5,209,1165,78.6,6.8,2026-01-13 18:20:27
586,Khasi Shawl,16,758,3198,92.5,0,2025-12-24 02:54:58
587,Keychain Set,17,230,635,64.8,33.2,2025-05-28 01:56:36
588,Deluxe Paithani Saree,14,622,3154,76.6,11.3,2025-08-01 17:28:10
589,Handwoven Bag,18,782,999,67.0,27.5,2025-05-22 15:19:06
590,Homestyle Keychain Set,2,73,302,78.7,5.3,2025-06-28 13:28:34
591,Keychain Set,24,137,2895,96.4,0,2025-10-29 03:50:31
592,Sandalwood Carving,11,123,925,73.8,17.9,2026-05-21 09:41:35
593,Quick-bite Fridge Magnet,17,389,534,72.1,8.7,2025-07-11 01:04:05
594,Family Recipe Fridge Magnet,24,513,3382,70.6,17.1,2025-08-20 16:41:46
595,Postcard Set,8,658,2518,49.3,26.4,2025-03-29 19:56:46
596,Mysore Silk Saree,11,765,876,84.5,0.7,2026-06-19 06:08:27
597,Kangra Miniature Painting,9,128,864,73.4,8.6,2025-07-12 06:01:05
598,Local Handicraft Figurine,8,645,3163,49.5,52.3,2025-10-27 02:53:46
599,Postcard Set,4,564,2627,70.6,20.0,2025-03-30 18:23:43
600,Applique Work,19,547,872,61.0,18.8,2026-03-09 18:35:19
601,Fridge Magnet,8,146,1595,81.7,4.0,2026-01-20 23:43:03
602,Street-side Aranmula Kannadi Mirror,12,722,2216,80.1,5.0,2025-05-08 19:34:48
603,Prayer Wheel,22,197,2859,68.8,19.9,2025-05-02 09:57:06
604,Extra Cheesy Keychain Set,15,485,2247,68.7,28.3,2025-12-28 15:20:15
605,Special Bamboo Basket,16,341,520,79.9,6.0,2026-06-27 11:54:53
606,Juti Footwear,20,150,2020,72.3,9.8,2025-01-17 19:34:10
607,Postcard Set,2,378,3328,64.7,18.8,2025-12-24 04:26:07
608,Grandma's Fridge Magnet,10,238,2992,83.5,2.4,2025-09-24 14:32:55
609,Premium Postcard Set,8,687,3484,51.2,54.6,2025-06-28 04:47:28
610,Authentic Fridge Magnet,10,166,1090,74.7,11.4,2025-03-16 11:26:15
611,Roadside Local Handicraft Figurine,25,279,2491,54.9,31.6,2025-01-15 15:49:16
612,Classic Warli Painting,14,475,584,52.7,30.2,2025-10-11 06:43:32
613,Village-style Keychain Set,2,407,1870,75.7,14.9,2025-12-23 01:46:20
614,Postcard Set,1,318,2889,86.7,0,2025-09-08 16:00:43
615,Street-side Handwoven Bag,24,414,1177,73.5,17.7,2025-01-24 01:42:46
616,Authentic Phulkari Dupatta,20,746,1718,52.7,22.6,2026-04-20 14:43:48
617,Local Handicraft Figurine,24,94,2566,70.6,16.7,2026-04-29 01:36:14
618,Deluxe Meenakari Jewelry,21,688,2541,64.7,18.6,2026-02-28 22:59:27
619,Tanjore Painting,23,101,2236,72.2,16.9,2025-06-14 22:53:03
620,Quick-bite Seashell Craft,6,649,3641,60.2,21.9,2025-10-17 05:12:23
621,Local Handicraft Figurine,24,616,759,81.8,3.8,2026-06-01 13:47:05
622,Handwoven Bag,17,507,1714,64.6,29.9,2025-12-06 00:03:26
623,Quick-bite Silver Filigree,19,381,1506,65.8,18.8,2025-04-20 11:39:30
624,Keychain Set,17,72,1590,66.3,27.8,2025-10-04 00:31:15
625,Fridge Magnet,17,153,616,60.1,22.9,2026-04-21 00:54:13
626,Chef's Fridge Magnet,10,273,656,88.4,0,2025-01-24 19:53:24
627,Spicy Fridge Magnet,4,223,576,82.0,3.2,2025-02-04 00:30:29
628,Roadside Blue Pottery,21,156,2431,62.0,25.5,2026-06-09 01:15:48
629,Village-style Muga Silk Stole,3,669,2240,66.4,23.8,2025-01-04 01:48:54
630,Juti Footwear,20,502,2111,46.9,53.6,2026-01-17 21:39:56
631,Patola Saree,7,474,1414,81.4,2.2,2025-11-22 19:18:17
632,Juti Footwear,20,558,2764,86.8,0,2026-02-19 19:20:14
633,Postcard Set,17,761,1693,45.8,50.5,2025-04-21 11:06:04
634,Special Postcard Set,10,429,1957,62.6,33.0,2025-11-06 20:04:45
635,Keychain Set,15,114,567,66.9,32.1,2026-06-10 17:47:23
636,Azulejo Tile,6,362,1325,55.3,35.1,2025-12-24 07:06:31
637,Keychain Set,8,158,231,55.4,35.3,2025-05-13 00:28:04
638,Chef's Pattachitra Painting,19,262,331,75.0,9.4,2025-07-08 02:39:35
639,Premium Juti Footwear,20,737,1378,88.8,0,2025-02-13 06:13:47
640,Grandma's Puppet (Kathputli),21,563,1645,58.9,19.4,2025-11-07 14:12:53
641,Patola Saree,7,226,1049,82.1,4.1,2025-03-15 23:05:21
642,Cashew Feni Bottle,6,112,258,75.6,11.8,2025-08-31 05:15:59
643,Assam Tea Gift Box,3,570,2507,72.8,21.3,2025-03-23 23:08:02
644,Grandma's Handwoven Bag,17,512,1145,73.2,15.2,2026-01-20 17:21:21
645,Thangka Painting,22,491,2849,57.1,31.9,2026-03-27 01:19:00
646,Street-side Keychain Set,24,534,2191,54.5,33.4,2026-06-01 16:26:14
647,Handwoven Carpet,22,201,970,75.4,7.0,2026-03-16 16:00:43
648,Seashell Craft,6,334,1863,65.6,19.7,2025-12-05 11:47:36
649,Street-side Keychain Set,17,530,1974,69.4,24.1,2026-02-17 19:50:26
650,Keychain Set,2,224,2100,64.2,30.3,2025-05-08 11:15:25
651,Keychain Set,15,183,2987,75.1,14.2,2025-04-01 08:36:16
652,Meenakari Jewelry,21,144,1964,92.5,0,2025-02-06 11:19:02
653,Special Fridge Magnet,15,589,1920,69.3,11.5,2026-02-27 15:03:30
654,Extra Cheesy Paithani Saree,14,216,2723,89.2,0,2025-10-11 11:08:25
655,Family Recipe Pattachitra Painting,19,380,2421,60.2,17.5,2025-09-14 19:20:41
656,Grandma's Local Handicraft Figurine,25,242,1084,66.2,17.3,2025-01-20 04:44:33
657,Roadside Mysore Silk Saree,11,55,2227,93.2,0,2025-11-24 21:55:22
658,Marble Taj Replica,26,466,1630,76.3,6.3,2025-07-08 23:19:10
659,Quick-bite Local Handicraft Figurine,2,595,932,73.5,8.4,2025-12-24 09:44:18
660,Village-style Applique Work,19,583,2609,71.0,13.8,2025-09-03 21:05:55
661,Silver Filigree,19,610,910,80.6,4.4,2025-08-12 21:05:11
662,Fridge Magnet,15,641,2375,74.6,18.1,2026-04-11 18:19:59
663,Authentic Applique Work,19,295,871,54.6,38.0,2025-01-08 06:32:05
664,Patola Saree,7,118,961,58.6,36.0,2025-02-18 21:04:10
665,Traditional Handwoven Bag,27,502,2047,63.9,31.1,2025-11-02 05:51:54
666,Signature Kathakali Mask,12,375,1657,47.9,53.0,2025-03-22 09:31:58
667,Spice Box Set,12,313,2323,70.3,17.6,2026-03-08 06:45:32
668,Handwoven Bag,1,212,876,75.2,10.7,2025-06-11 22:10:49
669,Quick-bite Khasi Shawl,16,181,2541,68.3,27.2,2026-04-30 13:04:10
670,Marble Taj Replica,26,520,2155,59.9,35.9,2025-01-07 01:03:00
671,Chef's Keychain Set,10,777,1590,52.0,22.0,2025-05-26 23:57:08
672,Kolhapuri Chappal,14,171,1893,85.3,0,2025-08-29 11:45:00
673,Cashew Feni Bottle,6,257,833,56.4,48.7,2025-03-27 14:13:54
674,Roadside Terracotta Figurine,28,502,1971,63.5,17.1,2025-08-12 06:41:13
675,Keychain Set,4,725,2216,50.1,26.3,2025-12-02 22:32:31
676,Chef's Dokra Art,28,419,1709,84.4,1.0,2025-02-03 05:42:26
677,Juti Footwear,20,319,3109,81.5,5.5,2025-09-16 13:49:09
678,Postcard Set,24,173,2841,83.6,0.9,2025-10-21 21:32:41
